,time,id,x,y,speed,east,north,coor,sinr,site
328,4,65,1577.59,745.53,3.99,385825,6671310,3858256671310,25.9379,6
329,4,66,1597.73,1008.36,0.0,385845,6671573,3858456671573,15.0004,2
330,4,67,1765.17,1004.21,6.34,386012,6671569,3860126671569,3.3262,2
331,4,68,1312.96,1610.81,5.64,385560,6672175,3855606672175,10.8456,10
332,4,69,1145.17,856.71,5.18,385392,6671421,3853926671421,6.4447,1
333,4,7,1841.79,1232.2,5.01,386089,6671797,3860896671797,26.7213,3
334,4,71,1450.65,652.8,5.14,385698,6671217,3856986671217,29.9276,9
335,4,73,1963.22,1305.17,6.57,386210,6671870,3862106671870,15.3882,3
336,4,74,1663.75,901.09,4.78,385911,6671465,3859116671465,5.9874,6
337,4,75,1622.19,970.12,5.46,385869,6671534,3858696671534,10.2248,2
338,4,76,1274.02,1226.74,5.95,385521,6671791,3855216671791,9.2393,5
339,4,77,1310.56,1160.88,6.33,385558,6671725,3855586671725,4.6627,5
340,4,78,1573.23,758.08,1.26,385820,6671322,3858206671322,14.6462,6
341,4,79,1526.2,1267.72,6.78,385773,6671832,3857736671832,6.8029,8
342,4,8,1485.19,1079.35,6.21,385732,6671644,3857326671644,11.2130,7
343,4,80,1999.29,827.89,5.04,386246,6671392,3862466671392,11.5626,12
344,4,81,1659.89,1106.51,6.47,385907,6671671,3859076671671,10.8563,6
345,4,82,1642.05,1046.39,0.73,385889,6671611,3858896671611,15.0415,2
346,4,83,1395.71,1318.44,0.0,385643,6671883,3856436671883,4.9797,7
347,4,84,1564.82,1000.24,0.0,385812,6671565,3858126671565,39.0448,2
348,4,85,1767.91,1019.88,6.32,386015,6671584,3860156671584,4.1395,3
